location;year;month;day;hour;domestic;catchment;age_range;visitor_type;gender_id;number_of_unique_visits;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;Residential;Hotel and accomodation;Shoppinh;School;Cultural;Restaurant;Supermarkets;Green areas;SUM;;
Orestad City;2023;11;16;0;TRUE;2300;25-34;Resident;F;2850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;25-34;Resident;M;4500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;25-34;Resident;N;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;35-44;Resident;F;2900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;35-44;Resident;M;3900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;35-44;Resident;N;4200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;45-54;Resident;F;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;45-54;Resident;M;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;45-54;Resident;N;2850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;55-64;Resident;F;950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;55-64;Resident;M;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;55-64;Resident;N;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;65+;Resident;F;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;65+;Resident;M;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;65+;Resident;N;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2300;;Resident;N;15800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;18-24;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;18-24;Resident;N;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;25-34;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;25-34;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;25-34;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;35-44;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;35-44;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;35-44;Resident;N;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;45-54;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;45-54;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;45-54;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;55-64;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;55-64;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;55-64;Resident;N;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;65+;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;65+;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;65+;Resident;N;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;0;TRUE;2770;;Resident;N;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;18-24;Resident;F;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;18-24;Resident;M;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;18-24;Resident;N;4200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;25-34;Resident;F;2800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;25-34;Resident;M;4500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;25-34;Resident;N;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;35-44;Resident;F;2900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;35-44;Resident;M;3800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;35-44;Resident;N;4250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;45-54;Resident;F;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;45-54;Resident;M;2150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;45-54;Resident;N;2900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;55-64;Resident;F;950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;55-64;Resident;M;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;55-64;Resident;N;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;65+;Resident;F;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;65+;Resident;M;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;65+;Resident;N;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2300;;Resident;N;15750;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;18-24;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;18-24;Resident;N;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;25-34;Resident;F;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;25-34;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;25-34;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;35-44;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;35-44;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;35-44;Resident;N;400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;45-54;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;45-54;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;45-54;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;55-64;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;55-64;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;55-64;Resident;N;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;65+;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;65+;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;65+;Resident;N;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;1;TRUE;2770;;Resident;N;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;18-24;Resident;F;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;18-24;Resident;M;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;18-24;Resident;N;4200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;25-34;Resident;F;2800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;25-34;Resident;M;4550;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;25-34;Resident;N;7050;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;35-44;Resident;F;2850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;35-44;Resident;M;3850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;35-44;Resident;N;4250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;45-54;Resident;F;1800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;45-54;Resident;M;2150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;45-54;Resident;N;2850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;55-64;Resident;F;950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;55-64;Resident;M;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;55-64;Resident;N;1900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;65+;Resident;F;950;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;65+;Resident;M;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;65+;Resident;N;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2300;;Resident;N;15700;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;18-24;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;18-24;Resident;N;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;25-34;Resident;F;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;25-34;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;25-34;Resident;N;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;35-44;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;35-44;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;35-44;Resident;N;450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;45-54;Resident;F;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;45-54;Resident;M;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;45-54;Resident;N;350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;55-64;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;55-64;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;55-64;Resident;N;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;65+;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;65+;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;65+;Resident;N;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;16;2;TRUE;2770;;Resident;N;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;18-24;Resident;F;650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;18-24;Resident;M;550;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;18-24;Resident;N;2450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;25-34;Resident;F;1700;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;25-34;Resident;M;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;25-34;Resident;N;3750;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;35-44;Resident;F;2150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;35-44;Resident;M;2350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;35-44;Resident;N;2600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;45-54;Resident;F;800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;45-54;Resident;M;1350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;45-54;Resident;N;1650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;55-64;Resident;F;550;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;55-64;Resident;M;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;55-64;Resident;N;1650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;65+;Resident;F;800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;65+;Resident;M;700;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;65+;Resident;N;1900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2300;;Resident;N;8600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;18-24;Resident;N;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;25-34;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;25-34;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;25-34;Resident;N;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;35-44;Resident;F;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;35-44;Resident;M;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;35-44;Resident;N;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;45-54;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;45-54;Resident;M;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;45-54;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;55-64;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;55-64;Resident;M;50;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;55-64;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;65+;Resident;F;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;65+;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;65+;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;10;TRUE;2770;;Resident;N;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;18-24;Resident;F;650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;18-24;Resident;M;700;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;18-24;Resident;N;2450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;25-34;Resident;F;1650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;25-34;Resident;M;2300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;25-34;Resident;N;3600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;35-44;Resident;F;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;35-44;Resident;M;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;35-44;Resident;N;2650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;45-54;Resident;F;750;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;45-54;Resident;M;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;45-54;Resident;N;1550;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;55-64;Resident;F;600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;55-64;Resident;M;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;55-64;Resident;N;1600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;65+;Resident;F;850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;65+;Resident;M;600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;65+;Resident;N;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2300;;Resident;N;8300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;18-24;Resident;F;50;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;18-24;Resident;N;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;25-34;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;25-34;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;25-34;Resident;N;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;35-44;Resident;F;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;35-44;Resident;M;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;35-44;Resident;N;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;45-54;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;45-54;Resident;M;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;45-54;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;55-64;Resident;F;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;55-64;Resident;M;50;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;55-64;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;65+;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;65+;Resident;M;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;65+;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;11;TRUE;2770;;Resident;N;850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;18-24;Resident;F;650;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;18-24;Resident;M;600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;18-24;Resident;N;2450;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;25-34;Resident;F;1600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;25-34;Resident;M;2350;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;25-34;Resident;N;3400;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;35-44;Resident;F;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;35-44;Resident;M;2500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;35-44;Resident;N;2700;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;45-54;Resident;F;800;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;45-54;Resident;M;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;45-54;Resident;N;1600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;55-64;Resident;F;600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;55-64;Resident;M;850;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;55-64;Resident;N;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;65+;Resident;F;900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;65+;Resident;M;600;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;65+;Resident;N;1900;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2300;;Resident;N;8100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;18-24;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;25-34;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;25-34;Resident;M;100;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;25-34;Resident;N;300;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;35-44;Resident;F;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;35-44;Resident;M;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;35-44;Resident;N;250;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;45-54;Resident;F;150;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;45-54;Resident;M;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;45-54;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;55-64;Resident;F;50;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;55-64;Resident;M;50;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
Orestad City;2023;11;14;12;TRUE;2770;55-64;Resident;N;200;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
